place_id,place_name,grid_id,weight,review_status,mapping_source,place_code,category
PLACE_001,성신여대입구역,5*0*0*0*,1.0,CODE_MATCHED,rank_based_suggestion,POI035,인구밀집지역
PLACE_002,,5*0*0*6*,1.0,UNMAPPED,,,
PLACE_003,홍제폭포,5*0*0*8*,1.0,CODE_MATCHED,rank_based_suggestion,POI128,공원
PLACE_004,,5*0*1*1*,1.0,UNMAPPED,,,
PLACE_005,,5*0*1*3*,1.0,UNMAPPED,,,
PLACE_006,,5*0*2*7*,1.0,UNMAPPED,,,
PLACE_007,,5*0*2*8*,1.0,UNMAPPED,,,
PLACE_008,,5*0*3*5*,1.0,UNMAPPED,,,
PLACE_009,인사동,5*0*3*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI078,발달상권
PLACE_010,장한평역,5*0*3*8*,1.0,CODE_MATCHED,rank_based_suggestion,POI049,인구밀집지역
PLACE_011,,5*0*3*9*,1.0,UNMAPPED,,,
PLACE_012,,5*0*4*1*,1.0,UNMAPPED,,,
PLACE_013,,5*0*4*6*,1.0,UNMAPPED,,,
PLACE_014,,5*0*4*9*,1.0,UNMAPPED,,,
PLACE_015,이태원역,5*0*5*5*,1.0,CODE_MATCHED,rank_based_suggestion,POI047,인구밀집지역
PLACE_016,혜화역,5*0*8*5*,1.0,CODE_MATCHED,rank_based_suggestion,POI054,인구밀집지역
PLACE_017,선릉역,5*0*8*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI034,인구밀집지역
PLACE_018,서울대입구역,5*0*8*7*,1.0,CODE_MATCHED,rank_based_suggestion,POI031,인구밀집지역
PLACE_019,,5*0*8*8*,1.0,UNMAPPED,,,
PLACE_020,,5*0*9*1*,1.0,UNMAPPED,,,
PLACE_021,경복궁,5*0*9*3*,1.0,CODE_MATCHED,rank_based_suggestion,POI008,고궁·문화유산
PLACE_022,서대문독립공원,5*1*0*3*,1.0,CODE_MATCHED,rank_based_suggestion,POI124,공원
PLACE_023,,5*1*0*6*,1.0,UNMAPPED,,,
PLACE_024,신촌·이대역,5*1*0*8*,1.0,CODE_MATCHED,rank_based_suggestion,POI040,인구밀집지역
PLACE_025,,5*1*1*1*,1.0,UNMAPPED,,,
PLACE_026,강남역,5*1*1*2*,1.0,CODE_MATCHED,rank_based_suggestion,POI014,인구밀집지역
PLACE_027,,5*1*2*0*,1.0,UNMAPPED,,,
PLACE_028,,5*1*2*4*,1.0,UNMAPPED,,,
PLACE_029,신논현역·논현역,5*1*2*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI037,인구밀집지역
PLACE_030,가산디지털단지역,5*1*2*8*,1.0,CODE_MATCHED,rank_based_suggestion,POI013,인구밀집지역
PLACE_031,,5*1*2*9*,1.0,UNMAPPED,,,
PLACE_032,합정역,5*1*3*4*,1.0,CODE_MATCHED,rank_based_suggestion,POI053,인구밀집지역
PLACE_033,,5*1*3*5*,1.0,UNMAPPED,,,
PLACE_034,사당역,5*1*3*9*,1.0,CODE_MATCHED,rank_based_suggestion,POI029,인구밀집지역
PLACE_035,,5*1*4*6*,1.0,UNMAPPED,,,
PLACE_036,,5*1*5*1*,1.0,UNMAPPED,,,
PLACE_037,국립중앙박물관·용산가족공원,5*1*5*3*,1.0,CODE_MATCHED,rank_based_suggestion,POI089,공원
PLACE_038,오목교역·목동운동장,5*1*5*8*,1.0,CODE_MATCHED,rank_based_suggestion,POI044,인구밀집지역
PLACE_039,,5*1*6*6*,1.0,UNMAPPED,,,
PLACE_040,,5*1*6*7*,1.0,UNMAPPED,,,
PLACE_041,보신각,5*1*6*9*,1.0,CODE_MATCHED,rank_based_suggestion,POI010,고궁·문화유산
PLACE_042,보라매공원,5*1*7*0*,1.0,CODE_MATCHED,rank_based_suggestion,POI123,공원
PLACE_043,,5*1*7*2*,1.0,UNMAPPED,,,
PLACE_044,,5*1*7*3*,1.0,UNMAPPED,,,
PLACE_045,시의회 앞,5*1*7*7*,1.0,CODE_MATCHED,rank_based_suggestion,POI130,인구밀집지역
PLACE_046,이태원 관광특구,5*1*7*8*,1.0,CODE_MATCHED,rank_based_suggestion,POI004,관광특구
PLACE_047,,5*1*8*4*,1.0,UNMAPPED,,,
PLACE_048,익선동,5*1*8*5*,1.0,CODE_MATCHED,rank_based_suggestion,POI116,발달상권
PLACE_049,노량진,5*1*8*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI063,발달상권
PLACE_050,,5*1*8*7*,1.0,UNMAPPED,,,
PLACE_051,,5*1*8*9*,1.0,UNMAPPED,,,
PLACE_052,,5*1*9*1*,1.0,UNMAPPED,,,
PLACE_053,,5*1*9*2*,1.0,UNMAPPED,,,
PLACE_054,,5*1*9*7*,1.0,UNMAPPED,,,
PLACE_055,성수카페거리,5*2*0*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI068,발달상권
PLACE_056,,5*2*0*2*,1.0,UNMAPPED,,,
PLACE_057,,5*2*0*3*,1.0,UNMAPPED,,,
PLACE_058,,5*2*0*4*,1.0,UNMAPPED,,,
PLACE_059,,5*2*0*6*,1.0,UNMAPPED,,,
PLACE_060,,5*2*0*8*,1.0,UNMAPPED,,,
PLACE_061,청량리 제기동 일대 전통시장,5*2*0*9*,1.0,CODE_MATCHED,rank_based_suggestion,POI081,발달상권
PLACE_062,,5*2*2*6*,1.0,UNMAPPED,,,
PLACE_063,DDP(동대문디자인플라자),5*2*2*7*,1.0,CODE_MATCHED,rank_based_suggestion,POI083,발달상권
PLACE_064,,5*2*2*9*,1.0,UNMAPPED,,,
PLACE_065,,5*2*3*1*,1.0,UNMAPPED,,,
PLACE_066,,5*2*3*6*,1.0,UNMAPPED,,,
PLACE_067,,5*2*3*7*,1.0,UNMAPPED,,,
PLACE_068,,5*2*4*2*,1.0,UNMAPPED,,,
PLACE_069,,5*2*4*3*,1.0,UNMAPPED,,,
PLACE_070,,5*2*4*4*,1.0,UNMAPPED,,,
PLACE_071,,5*2*4*5*,1.0,UNMAPPED,,,
PLACE_072,,5*2*4*8*,1.0,UNMAPPED,,,
PLACE_073,,5*2*4*9*,1.0,UNMAPPED,,,
PLACE_074,미아사거리역,5*2*5*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI026,인구밀집지역
PLACE_075,,5*2*5*6*,1.0,UNMAPPED,,,
PLACE_076,,5*2*5*8*,1.0,UNMAPPED,,,
PLACE_077,숭례문,5*2*5*9*,1.0,CODE_MATCHED,rank_based_suggestion,POI131,인구밀집지역
PLACE_078,,5*2*6*3*,1.0,UNMAPPED,,,
PLACE_079,잠실종합운동장,5*2*6*4*,1.0,CODE_MATCHED,rank_based_suggestion,POI109,공원
PLACE_080,,5*2*6*7*,1.0,UNMAPPED,,,
PLACE_081,,5*2*6*8*,1.0,UNMAPPED,,,
PLACE_082,,5*2*7*0*,1.0,UNMAPPED,,,
PLACE_083,DMC(디지털미디어시티),5*2*7*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI084,발달상권
PLACE_084,,5*2*7*2*,1.0,UNMAPPED,,,
PLACE_085,,5*2*7*3*,1.0,UNMAPPED,,,
PLACE_086,압구정로데오거리,5*2*7*5*,1.0,CODE_MATCHED,rank_based_suggestion,POI071,발달상권
PLACE_087,,5*2*7*8*,1.0,UNMAPPED,,,
PLACE_088,서울숲공원,5*2*8*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI101,공원
PLACE_089,,5*2*8*3*,1.0,UNMAPPED,,,
PLACE_090,,5*2*8*5*,1.0,UNMAPPED,,,
PLACE_091,,5*2*8*6*,1.0,UNMAPPED,,,
PLACE_092,잠실롯데타워·석촌호수,5*2*8*9*,1.0,CODE_MATCHED,rank_based_suggestion,POI120,발달상권
PLACE_093,,5*2*9*0*,1.0,UNMAPPED,,,
PLACE_094,,5*2*9*1*,1.0,UNMAPPED,,,
PLACE_095,,5*2*9*2*,1.0,UNMAPPED,,,
PLACE_096,,5*2*9*3*,1.0,UNMAPPED,,,
PLACE_097,,5*2*9*4*,1.0,UNMAPPED,,,
PLACE_098,송현녹지광장,5*2*9*8*,1.0,CODE_MATCHED,rank_based_suggestion,POI129,공원
PLACE_099,,5*2*9*9*,1.0,UNMAPPED,,,
PLACE_100,,5*3*0*3*,1.0,UNMAPPED,,,
PLACE_101,,5*3*0*4*,1.0,UNMAPPED,,,
PLACE_102,,5*3*0*5*,1.0,UNMAPPED,,,
PLACE_103,,5*3*0*9*,1.0,UNMAPPED,,,
PLACE_104,청계산,5*3*1*0*,1.0,CODE_MATCHED,rank_based_suggestion,POI112,공원
PLACE_105,,5*3*1*1*,1.0,UNMAPPED,,,
PLACE_106,망원한강공원,5*3*1*2*,1.0,CODE_MATCHED,rank_based_suggestion,POI094,공원
PLACE_107,,5*3*1*4*,1.0,UNMAPPED,,,
PLACE_108,,5*3*1*6*,1.0,UNMAPPED,,,
PLACE_109,,5*3*2*1*,1.0,UNMAPPED,,,
PLACE_110,북서울꿈의숲,5*3*2*3*,1.0,CODE_MATCHED,rank_based_suggestion,POI096,공원
PLACE_111,,5*3*2*5*,1.0,UNMAPPED,,,
PLACE_112,왕십리역,5*3*2*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI045,인구밀집지역
PLACE_113,총신대입구(이수)역,5*3*3*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI051,인구밀집지역
PLACE_114,,5*3*3*2*,1.0,UNMAPPED,,,
PLACE_115,서울식물원·마곡나루역,5*3*3*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI032,인구밀집지역
PLACE_116,,5*3*3*7*,1.0,UNMAPPED,,,
PLACE_117,,5*3*3*8*,1.0,UNMAPPED,,,
PLACE_118,,5*3*3*9*,1.0,UNMAPPED,,,
PLACE_119,,5*3*4*1*,1.0,UNMAPPED,,,
PLACE_120,,5*3*4*2*,1.0,UNMAPPED,,,
PLACE_121,동대문역,5*3*4*3*,1.0,CODE_MATCHED,rank_based_suggestion,POI024,인구밀집지역
PLACE_122,,5*3*4*4*,1.0,UNMAPPED,,,
PLACE_123,,5*3*4*5*,1.0,UNMAPPED,,,
PLACE_124,삼각지역,5*3*4*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI030,인구밀집지역
PLACE_125,,5*3*6*0*,1.0,UNMAPPED,,,
PLACE_126,잠원한강공원,5*3*6*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI111,공원
PLACE_127,,5*3*6*2*,1.0,UNMAPPED,,,
PLACE_128,,5*3*6*3*,1.0,UNMAPPED,,,
PLACE_129,,5*3*6*5*,1.0,UNMAPPED,,,
PLACE_130,,5*3*6*6*,1.0,UNMAPPED,,,
PLACE_131,,5*3*6*7*,1.0,UNMAPPED,,,
PLACE_132,가로수길,5*3*6*8*,1.0,CODE_MATCHED,rank_based_suggestion,POI059,발달상권
PLACE_133,여의도,5*3*6*9*,1.0,CODE_MATCHED,rank_based_suggestion,POI072,발달상권
PLACE_134,,5*3*7*2*,1.0,UNMAPPED,,,
PLACE_135,,5*3*7*3*,1.0,UNMAPPED,,,
PLACE_136,서촌,5*3*7*4*,1.0,CODE_MATCHED,rank_based_suggestion,POI067,발달상권
PLACE_137,김포공항,5*3*7*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI061,발달상권
PLACE_138,,5*3*8*2*,1.0,UNMAPPED,,,
PLACE_139,,5*3*8*3*,1.0,UNMAPPED,,,
PLACE_140,,5*3*8*4*,1.0,UNMAPPED,,,
PLACE_141,,5*3*8*5*,1.0,UNMAPPED,,,
PLACE_142,,5*3*8*6*,1.0,UNMAPPED,,,
PLACE_143,,5*3*8*8*,1.0,UNMAPPED,,,
PLACE_144,,5*3*8*9*,1.0,UNMAPPED,,,
PLACE_145,해방촌·경리단길,5*3*9*0*,1.0,CODE_MATCHED,rank_based_suggestion,POI082,발달상권
PLACE_146,남산공원,5*3*9*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI091,공원
PLACE_147,,5*3*9*2*,1.0,UNMAPPED,,,
PLACE_148,,5*3*9*5*,1.0,UNMAPPED,,,
PLACE_149,,5*3*9*8*,1.0,UNMAPPED,,,
PLACE_150,,5*4*0*0*,1.0,UNMAPPED,,,
PLACE_151,,5*4*0*1*,1.0,UNMAPPED,,,
PLACE_152,,5*4*0*2*,1.0,UNMAPPED,,,
PLACE_153,,5*4*0*5*,1.0,UNMAPPED,,,
PLACE_154,,5*4*0*6*,1.0,UNMAPPED,,,
PLACE_155,어린이대공원,5*4*0*9*,1.0,CODE_MATCHED,rank_based_suggestion,POI104,공원
PLACE_156,,5*4*1*0*,1.0,UNMAPPED,,,
PLACE_157,용리단길,5*4*1*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI076,발달상권
PLACE_158,,5*4*1*2*,1.0,UNMAPPED,,,
PLACE_159,,5*4*1*3*,1.0,UNMAPPED,,,
PLACE_160,,5*4*1*4*,1.0,UNMAPPED,,,
PLACE_161,서울역,5*4*1*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI033,인구밀집지역
PLACE_162,,5*4*1*8*,1.0,UNMAPPED,,,
PLACE_163,,5*4*2*1*,1.0,UNMAPPED,,,
PLACE_164,,5*4*2*2*,1.0,UNMAPPED,,,
PLACE_165,이태원 앤틱가구거리,5*4*2*3*,1.0,CODE_MATCHED,rank_based_suggestion,POI077,발달상권
PLACE_166,,5*4*2*6*,1.0,UNMAPPED,,,
PLACE_167,,5*4*2*7*,1.0,UNMAPPED,,,
PLACE_168,영등포 타임스퀘어,5*4*2*8*,1.0,CODE_MATCHED,rank_based_suggestion,POI074,발달상권
PLACE_169,,5*4*3*0*,1.0,UNMAPPED,,,
PLACE_170,,5*4*3*3*,1.0,UNMAPPED,,,
PLACE_171,,5*4*3*7*,1.0,UNMAPPED,,,
PLACE_172,,5*4*3*8*,1.0,UNMAPPED,,,
PLACE_173,,5*4*3*9*,1.0,UNMAPPED,,,
PLACE_174,덕수궁길·정동길,5*4*4*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI064,발달상권
PLACE_175,,5*4*4*2*,1.0,UNMAPPED,,,
PLACE_176,,5*4*4*4*,1.0,UNMAPPED,,,
PLACE_177,,5*4*4*5*,1.0,UNMAPPED,,,
PLACE_178,,5*4*4*6*,1.0,UNMAPPED,,,
PLACE_179,,5*4*4*7*,1.0,UNMAPPED,,,
PLACE_180,,5*4*4*8*,1.0,UNMAPPED,,,
PLACE_181,,5*4*4*9*,1.0,UNMAPPED,,,
PLACE_182,,5*4*5*6*,1.0,UNMAPPED,,,
PLACE_183,,5*4*5*7*,1.0,UNMAPPED,,,
PLACE_184,,5*4*5*8*,1.0,UNMAPPED,,,
PLACE_185,,5*4*5*9*,1.0,UNMAPPED,,,
PLACE_186,서리풀공원·몽마르뜨공원,5*4*6*0*,1.0,CODE_MATCHED,rank_based_suggestion,POI098,공원
PLACE_187,회기역,5*4*6*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI056,인구밀집지역
PLACE_188,,5*4*6*2*,1.0,UNMAPPED,,,
PLACE_189,여의서로,5*4*7*5*,1.0,CODE_MATCHED,rank_based_suggestion,POI126,공원
PLACE_190,,5*4*7*6*,1.0,UNMAPPED,,,
PLACE_191,,5*4*8*0*,1.0,UNMAPPED,,,
PLACE_192,,5*4*8*1*,1.0,UNMAPPED,,,
PLACE_193,광장(전통)시장,5*4*8*4*,1.0,CODE_MATCHED,rank_based_suggestion,POI060,발달상권
PLACE_194,,5*4*8*5*,1.0,UNMAPPED,,,
PLACE_195,북창동 먹자골목,5*4*8*8*,1.0,CODE_MATCHED,rank_based_suggestion,POI114,발달상권
PLACE_196,,5*4*9*6*,1.0,UNMAPPED,,,
PLACE_197,,5*5*1*0*,1.0,UNMAPPED,,,
PLACE_198,청담동 명품거리,5*5*1*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI080,발달상권
PLACE_199,,5*5*1*2*,1.0,UNMAPPED,,,
PLACE_200,송리단길·호수단길,5*5*1*4*,1.0,CODE_MATCHED,rank_based_suggestion,POI121,발달상권
PLACE_201,,5*5*1*6*,1.0,UNMAPPED,,,
PLACE_202,대림역,5*5*1*9*,1.0,CODE_MATCHED,rank_based_suggestion,POI023,인구밀집지역
PLACE_203,발산역,5*5*2*3*,1.0,CODE_MATCHED,rank_based_suggestion,POI027,인구밀집지역
PLACE_204,,5*5*2*4*,1.0,UNMAPPED,,,
PLACE_205,,5*5*2*5*,1.0,UNMAPPED,,,
PLACE_206,노들섬,5*5*2*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI092,공원
PLACE_207,,5*5*2*8*,1.0,UNMAPPED,,,
PLACE_208,,5*5*2*9*,1.0,UNMAPPED,,,
PLACE_209,,5*5*3*1*,1.0,UNMAPPED,,,
PLACE_210,,5*5*3*3*,1.0,UNMAPPED,,,
PLACE_211,뚝섬역,5*5*3*4*,1.0,CODE_MATCHED,rank_based_suggestion,POI025,인구밀집지역
PLACE_212,,5*5*3*5*,1.0,UNMAPPED,,,
PLACE_213,강서한강공원,5*5*3*8*,1.0,CODE_MATCHED,rank_based_suggestion,POI085,공원
PLACE_214,,5*5*4*0*,1.0,UNMAPPED,,,
PLACE_215,교대역,5*5*4*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI018,인구밀집지역
PLACE_216,,5*5*4*2*,1.0,UNMAPPED,,,
PLACE_217,잠실역,5*5*4*3*,1.0,CODE_MATCHED,rank_based_suggestion,POI119,인구밀집지역
PLACE_218,,5*5*4*4*,1.0,UNMAPPED,,,
PLACE_219,,5*5*4*5*,1.0,UNMAPPED,,,
PLACE_220,광화문·덕수궁,5*5*4*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI009,고궁·문화유산
PLACE_221,서울대공원,5*5*5*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI100,공원
PLACE_222,,5*5*5*3*,1.0,UNMAPPED,,,
PLACE_223,양화한강공원,5*5*5*8*,1.0,CODE_MATCHED,rank_based_suggestion,POI103,공원
PLACE_224,창동 신경제 중심지,5*5*5*9*,1.0,CODE_MATCHED,rank_based_suggestion,POI079,발달상권
PLACE_225,구로디지털단지역,5*5*7*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI019,인구밀집지역
PLACE_226,가락시장,5*5*7*7*,1.0,CODE_MATCHED,rank_based_suggestion,POI058,발달상권
PLACE_227,,5*5*8*0*,1.0,UNMAPPED,,,
PLACE_228,안양천,5*5*8*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI125,공원
PLACE_229,,5*5*8*3*,1.0,UNMAPPED,,,
PLACE_230,,5*5*8*8*,1.0,UNMAPPED,,,
PLACE_231,,5*5*9*0*,1.0,UNMAPPED,,,
PLACE_232,,5*5*9*2*,1.0,UNMAPPED,,,
PLACE_233,신도림역,5*5*9*3*,1.0,CODE_MATCHED,rank_based_suggestion,POI038,인구밀집지역
PLACE_234,,5*5*9*4*,1.0,UNMAPPED,,,
PLACE_235,,5*5*9*5*,1.0,UNMAPPED,,,
PLACE_236,고덕역,5*5*9*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI016,인구밀집지역
PLACE_237,,5*5*9*7*,1.0,UNMAPPED,,,
PLACE_238,,5*5*9*8*,1.0,UNMAPPED,,,
PLACE_239,창덕궁·종묘,5*5*9*9*,1.0,CODE_MATCHED,rank_based_suggestion,POI012,고궁·문화유산
PLACE_240,,5*6*0*0*,1.0,UNMAPPED,,,
PLACE_241,아차산,5*6*0*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI102,공원
PLACE_242,월드컵공원,5*6*0*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI106,공원
PLACE_243,,5*6*0*7*,1.0,UNMAPPED,,,
PLACE_244,고속터미널역,5*6*0*9*,1.0,CODE_MATCHED,rank_based_suggestion,POI017,인구밀집지역
PLACE_245,,5*6*1*2*,1.0,UNMAPPED,,,
PLACE_246,,5*6*1*4*,1.0,UNMAPPED,,,
PLACE_247,,5*6*1*5*,1.0,UNMAPPED,,,
PLACE_248,난지한강공원,5*6*1*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI090,공원
PLACE_249,,5*6*2*8*,1.0,UNMAPPED,,,
PLACE_250,구로역,5*6*3*0*,1.0,CODE_MATCHED,rank_based_suggestion,POI020,인구밀집지역
PLACE_251,신정네거리역,5*6*3*2*,1.0,CODE_MATCHED,rank_based_suggestion,POI117,인구밀집지역
PLACE_252,잠실새내역,5*6*3*3*,1.0,CODE_MATCHED,rank_based_suggestion,POI118,인구밀집지역
PLACE_253,,5*6*3*8*,1.0,UNMAPPED,,,
PLACE_254,,5*6*5*1*,1.0,UNMAPPED,,,
PLACE_255,,5*6*5*7*,1.0,UNMAPPED,,,
PLACE_256,건대입구역,5*6*5*8*,1.0,CODE_MATCHED,rank_based_suggestion,POI015,인구밀집지역
PLACE_257,,5*6*5*9*,1.0,UNMAPPED,,,
PLACE_258,,5*6*6*1*,1.0,UNMAPPED,,,
PLACE_259,,5*6*6*4*,1.0,UNMAPPED,,,
PLACE_260,,5*6*6*5*,1.0,UNMAPPED,,,
PLACE_261,종로·청계 관광특구,5*6*6*7*,1.0,CODE_MATCHED,rank_based_suggestion,POI006,관광특구
PLACE_262,,5*6*7*3*,1.0,UNMAPPED,,,
PLACE_263,,5*6*7*4*,1.0,UNMAPPED,,,
PLACE_264,응봉산,5*6*7*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI107,공원
PLACE_265,,5*6*7*7*,1.0,UNMAPPED,,,
PLACE_266,충정로역,5*6*7*8*,1.0,CODE_MATCHED,rank_based_suggestion,POI052,인구밀집지역
PLACE_267,,5*6*8*0*,1.0,UNMAPPED,,,
PLACE_268,,5*6*8*2*,1.0,UNMAPPED,,,
PLACE_269,,5*6*8*3*,1.0,UNMAPPED,,,
PLACE_270,,5*6*8*9*,1.0,UNMAPPED,,,
PLACE_271,,5*6*9*3*,1.0,UNMAPPED,,,
PLACE_272,,5*6*9*5*,1.0,UNMAPPED,,,
PLACE_273,,5*6*9*7*,1.0,UNMAPPED,,,
PLACE_274,,5*6*9*8*,1.0,UNMAPPED,,,
PLACE_275,,5*6*9*9*,1.0,UNMAPPED,,,
PLACE_276,북촌한옥마을,5*7*0*0*,1.0,CODE_MATCHED,rank_based_suggestion,POI066,발달상권
PLACE_277,,5*7*0*2*,1.0,UNMAPPED,,,
PLACE_278,,5*7*0*3*,1.0,UNMAPPED,,,
PLACE_279,용산역,5*7*0*9*,1.0,CODE_MATCHED,rank_based_suggestion,POI046,인구밀집지역
PLACE_280,,5*7*2*0*,1.0,UNMAPPED,,,
PLACE_281,,5*7*2*5*,1.0,UNMAPPED,,,
PLACE_282,서울 암사동 유적,5*7*2*7*,1.0,CODE_MATCHED,rank_based_suggestion,POI011,고궁·문화유산
PLACE_283,잠실 관광특구,5*7*2*8*,1.0,CODE_MATCHED,rank_based_suggestion,POI005,관광특구
PLACE_284,,5*7*2*9*,1.0,UNMAPPED,,,
PLACE_285,역삼역,5*7*3*2*,1.0,CODE_MATCHED,rank_based_suggestion,POI042,인구밀집지역
PLACE_286,반포한강공원,5*7*4*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI095,공원
PLACE_287,,5*7*4*2*,1.0,UNMAPPED,,,
PLACE_288,,5*7*4*5*,1.0,UNMAPPED,,,
PLACE_289,수유역,5*7*4*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI036,인구밀집지역
PLACE_290,명동 관광특구,5*7*6*0*,1.0,CODE_MATCHED,rank_based_suggestion,POI003,관광특구
PLACE_291,,5*7*6*2*,1.0,UNMAPPED,,,
PLACE_292,광화문광장,5*7*6*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI088,공원
PLACE_293,,5*7*7*0*,1.0,UNMAPPED,,,
PLACE_294,여의도한강공원,5*7*7*3*,1.0,CODE_MATCHED,rank_based_suggestion,POI105,공원
PLACE_295,,5*7*7*6*,1.0,UNMAPPED,,,
PLACE_296,,5*7*8*0*,1.0,UNMAPPED,,,
PLACE_297,,5*7*8*1*,1.0,UNMAPPED,,,
PLACE_298,,5*7*8*7*,1.0,UNMAPPED,,,
PLACE_299,광나루한강공원,5*7*8*9*,1.0,CODE_MATCHED,rank_based_suggestion,POI087,공원
PLACE_300,양재역,5*7*9*5*,1.0,CODE_MATCHED,rank_based_suggestion,POI041,인구밀집지역
PLACE_301,,5*7*9*6*,1.0,UNMAPPED,,,
PLACE_302,장지역,5*7*9*7*,1.0,CODE_MATCHED,rank_based_suggestion,POI048,인구밀집지역
PLACE_303,,5*8*0*1*,1.0,UNMAPPED,,,
PLACE_304,,5*8*1*1*,1.0,UNMAPPED,,,
PLACE_305,홍대 관광특구,5*8*1*4*,1.0,CODE_MATCHED,rank_based_suggestion,POI007,관광특구
PLACE_306,이촌한강공원,5*8*1*5*,1.0,CODE_MATCHED,rank_based_suggestion,POI108,공원
PLACE_307,,5*8*2*0*,1.0,UNMAPPED,,,
PLACE_308,군자역,5*8*2*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI021,인구밀집지역
PLACE_309,홍대입구역(2호선),5*8*2*2*,1.0,CODE_MATCHED,rank_based_suggestion,POI055,인구밀집지역
PLACE_310,쌍문역,5*8*2*8*,1.0,CODE_MATCHED,rank_based_suggestion,POI070,인구밀집지역
PLACE_311,,5*8*3*1*,1.0,UNMAPPED,,,
PLACE_312,,5*8*3*3*,1.0,UNMAPPED,,,
PLACE_313,뚝섬한강공원,5*8*4*7*,1.0,CODE_MATCHED,rank_based_suggestion,POI093,공원
PLACE_314,연신내역,5*8*4*8*,1.0,CODE_MATCHED,rank_based_suggestion,POI043,인구밀집지역
PLACE_315,,5*8*5*2*,1.0,UNMAPPED,,,
PLACE_316,남대문시장,5*8*5*6*,1.0,CODE_MATCHED,rank_based_suggestion,POI115,발달상권
PLACE_317,,5*8*6*0*,1.0,UNMAPPED,,,
PLACE_318,,5*8*6*9*,1.0,UNMAPPED,,,
PLACE_319,,5*8*8*0*,1.0,UNMAPPED,,,
PLACE_320,잠실한강공원,5*8*8*5*,1.0,CODE_MATCHED,rank_based_suggestion,POI110,공원
PLACE_321,,5*8*8*9*,1.0,UNMAPPED,,,
PLACE_322,,5*9*1*3*,1.0,UNMAPPED,,,
PLACE_323,,5*9*1*5*,1.0,UNMAPPED,,,
PLACE_324,올림픽공원,5*9*2*2*,1.0,CODE_MATCHED,rank_based_suggestion,POI127,공원
PLACE_325,,5*9*3*5*,1.0,UNMAPPED,,,
PLACE_326,,5*9*4*7*,1.0,UNMAPPED,,,
PLACE_327,신촌 스타광장,5*9*4*9*,1.0,CODE_MATCHED,rank_based_suggestion,POI122,발달상권
PLACE_328,강남 MICE 관광특구,5*9*5*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI001,관광특구
PLACE_329,천호역,5*9*5*3*,1.0,CODE_MATCHED,rank_based_suggestion,POI050,인구밀집지역
PLACE_330,,5*9*5*4*,1.0,UNMAPPED,,,
PLACE_331,연남동,5*9*5*5*,1.0,CODE_MATCHED,rank_based_suggestion,POI073,발달상권
PLACE_332,,5*9*6*8*,1.0,UNMAPPED,,,
PLACE_333,동대문 관광특구,5*9*7*1*,1.0,CODE_MATCHED,rank_based_suggestion,POI002,관광특구
PLACE_334,,5*9*7*3*,1.0,UNMAPPED,,,
PLACE_335,,5*9*7*4*,1.0,UNMAPPED,,,
PLACE_336,고척돔,5*9*9*2*,1.0,CODE_MATCHED,rank_based_suggestion,POI086,공원
PLACE_337,신림역,5*9*9*3*,1.0,CODE_MATCHED,rank_based_suggestion,POI039,인구밀집지역
